Datetime,Timestamp,Sensor,Acao,Distancia_Pixels
2026-04-16 13:21:40.445,1776342100.4458275,Teclado,Key_Space_Release,0
2026-04-16 13:21:40.647,1776342100.6478488,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:40.711,1776342100.7111921,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:41.173,1776342101.1730263,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:41.248,1776342101.2489,Teclado,Key_WASD_Press,0
2026-04-16 13:21:41.253,1776342101.2534614,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:41.363,1776342101.3639429,Teclado,Key_WASD_Release,0
2026-04-16 13:21:41.432,1776342101.4326465,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:41.517,1776342101.517818,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:41.564,1776342101.5642276,Teclado,Key_Space_Press,0
2026-04-16 13:21:41.676,1776342101.6767902,Teclado,Key_Space_Release,0
2026-04-16 13:21:41.700,1776342101.7008367,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:41.784,1776342101.7846446,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:41.809,1776342101.8090713,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:41.912,1776342101.9123917,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:41.969,1776342101.969411,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:42.049,1776342102.0495899,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:42.151,1776342102.1514704,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:42.274,1776342102.2743087,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:42.303,1776342102.303491,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:42.399,1776342102.399763,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:42.443,1776342102.44346,Teclado,Key_WASD_Press,0
2026-04-16 13:21:42.549,1776342102.5494576,Teclado,Key_WASD_Press,0
2026-04-16 13:21:42.635,1776342102.6354506,Teclado,Key_WASD_Release,0
2026-04-16 13:21:42.721,1776342102.7212043,Teclado,Key_WASD_Press,0
2026-04-16 13:21:42.746,1776342102.7460656,Teclado,Key_WASD_Release,0
2026-04-16 13:21:42.875,1776342102.8752937,Teclado,Key_WASD_Release,0
2026-04-16 13:21:42.885,1776342102.8850574,Teclado,Key_Space_Press,0
2026-04-16 13:21:43.002,1776342103.002137,Teclado,Key_Space_Release,0
2026-04-16 13:21:43.183,1776342103.18351,Teclado,Key_Delete_Press,0
2026-04-16 13:21:43.268,1776342103.2685857,Teclado,Key_Delete_Release,0
2026-04-16 13:21:43.331,1776342103.3315346,Teclado,Key_Delete_Press,0
2026-04-16 13:21:43.411,1776342103.4115367,Teclado,Key_Space_Press,0
2026-04-16 13:21:43.447,1776342103.4479442,Teclado,Key_Delete_Release,0
2026-04-16 13:21:43.474,1776342103.4744675,Teclado,Key_WASD_Press,0
2026-04-16 13:21:43.554,1776342103.5540879,Teclado,Key_Space_Release,0
2026-04-16 13:21:43.597,1776342103.597045,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:43.671,1776342103.6712987,Teclado,Key_WASD_Release,0
2026-04-16 13:21:43.708,1776342103.708773,Teclado,Key_Space_Press,0
2026-04-16 13:21:43.772,1776342103.7726092,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:43.810,1776342103.8101182,Teclado,Key_Space_Release,0
2026-04-16 13:21:43.907,1776342103.9076142,Teclado,Key_WASD_Press,0
2026-04-16 13:21:44.007,1776342104.0076034,Teclado,Key_WASD_Release,0
2026-04-16 13:21:44.079,1776342104.0790591,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.164,1776342104.1648908,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.228,1776342104.2280588,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:44.232,1776342104.2328305,Teclado,Key_Space_Press,0
2026-04-16 13:21:44.302,1776342104.302405,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:44.370,1776342104.3706954,Teclado,Key_Space_Release,0
2026-04-16 13:21:44.382,1776342104.3820364,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.495,1776342104.49504,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:44.572,1776342104.5721211,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.671,1776342104.671866,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.714,1776342104.7146754,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:44.746,1776342104.7469106,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.783,1776342104.7836425,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:44.841,1776342104.84185,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:44.931,1776342104.9315364,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:44.980,1776342104.9802868,Teclado,Key_WASD_Press,0
2026-04-16 13:21:45.027,1776342105.027601,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:45.119,1776342105.1190393,Teclado,Key_WASD_Release,0
2026-04-16 13:21:45.135,1776342105.135753,Teclado,Key_WASD_Press,0
2026-04-16 13:21:45.251,1776342105.251433,Teclado,Key_WASD_Release,0
2026-04-16 13:21:45.256,1776342105.2564402,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:45.352,1776342105.3528214,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:46.137,1776342106.1371708,Teclado,Key_Space_Press,0
2026-04-16 13:21:46.322,1776342106.322713,Teclado,Key_Space_Release,0
2026-04-16 13:21:49.171,1776342109.1719396,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:49.234,1776342109.2346327,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:49.272,1776342109.2724257,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:49.325,1776342109.325536,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:49.383,1776342109.3837812,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:49.454,1776342109.454592,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:49.526,1776342109.5266693,Teclado,Key_Space_Press,0
2026-04-16 13:21:49.638,1776342109.6382155,Teclado,Key_Space_Release,0
2026-04-16 13:21:49.860,1776342109.8607204,Teclado,Key_WASD_Press,0
2026-04-16 13:21:49.935,1776342109.9351134,Teclado,Key_WASD_Press,0
2026-04-16 13:21:49.998,1776342109.9987018,Teclado,Key_WASD_Release,0
2026-04-16 13:21:50.096,1776342110.0962205,Teclado,Key_WASD_Press,0
2026-04-16 13:21:50.100,1776342110.1007497,Teclado,Key_WASD_Release,0
2026-04-16 13:21:50.205,1776342110.2057345,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:50.213,1776342110.2138238,Teclado,Key_WASD_Release,0
2026-04-16 13:21:50.312,1776342110.3127046,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:50.338,1776342110.3389997,Teclado,Key_WASD_Press,0
2026-04-16 13:21:50.431,1776342110.4310133,Teclado,Key_WASD_Release,0
2026-04-16 13:21:50.442,1776342110.442448,Teclado,Key_Space_Press,0
2026-04-16 13:21:50.541,1776342110.541189,Teclado,Key_Space_Release,0
2026-04-16 13:21:50.674,1776342110.6743555,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:50.695,1776342110.6955962,Teclado,Key_WASD_Press,0
2026-04-16 13:21:50.764,1776342110.7641444,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:50.838,1776342110.8384666,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:50.874,1776342110.8746846,Teclado,Key_WASD_Release,0
2026-04-16 13:21:50.940,1776342110.9402723,Teclado,Key_WASD_Press,0
2026-04-16 13:21:50.949,1776342110.9492817,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:51.040,1776342111.0404866,Teclado,Key_Space_Press,0
2026-04-16 13:21:51.072,1776342111.0727687,Teclado,Key_WASD_Release,0
2026-04-16 13:21:51.114,1776342111.1148415,Teclado,Key_Space_Release,0
2026-04-16 13:21:52.622,1776342112.6227732,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:52.691,1776342112.6911936,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:52.768,1776342112.7681038,Teclado,Key_WASD_Press,0
2026-04-16 13:21:52.879,1776342112.8796816,Teclado,Key_WASD_Release,0
2026-04-16 13:21:52.961,1776342112.9607222,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:53.051,1776342113.0513506,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:53.098,1776342113.0989819,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:53.157,1776342113.1575825,Teclado,Key_Space_Press,0
2026-04-16 13:21:53.173,1776342113.1736102,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:53.258,1776342113.2581632,Teclado,Key_Space_Release,0
2026-04-16 13:21:53.372,1776342113.3726256,Teclado,Key_WASD_Press,0
2026-04-16 13:21:53.479,1776342113.4794722,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:53.531,1776342113.531414,Teclado,Key_WASD_Release,0
2026-04-16 13:21:53.602,1776342113.602369,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:53.785,1776342113.7856264,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:53.897,1776342113.897152,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:53.938,1776342113.9381998,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:54.057,1776342114.0576878,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:54.114,1776342114.1143198,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:54.183,1776342114.1832845,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:54.227,1776342114.2276895,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:54.452,1776342114.4527352,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:54.493,1776342114.4934504,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:54.616,1776342114.616719,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:54.691,1776342114.6915238,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:54.790,1776342114.7909667,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:54.896,1776342114.8963456,Teclado,Key_WASD_Press,0
2026-04-16 13:21:55.082,1776342115.0820854,Teclado,Key_WASD_Press,0
2026-04-16 13:21:55.094,1776342115.0946786,Teclado,Key_WASD_Release,0
2026-04-16 13:21:55.145,1776342115.1458974,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:55.202,1776342115.202875,Teclado,Key_WASD_Release,0
2026-04-16 13:21:55.303,1776342115.303677,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:55.417,1776342115.4176807,Teclado,Key_Space_Press,0
2026-04-16 13:21:55.533,1776342115.5337873,Teclado,Key_Space_Release,0
2026-04-16 13:21:55.654,1776342115.654768,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:55.740,1776342115.7404819,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:55.755,1776342115.755575,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:55.863,1776342115.8630214,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:55.875,1776342115.8751454,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:55.963,1776342115.9639437,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:55.968,1776342115.9689496,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:56.076,1776342116.0767143,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:56.107,1776342116.1073687,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:56.175,1776342116.1759126,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:56.331,1776342116.331098,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:56.402,1776342116.4029377,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:56.504,1776342116.5048885,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:56.568,1776342116.5680685,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:56.578,1776342116.578679,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:56.658,1776342116.6581066,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:56.858,1776342116.858052,Teclado,Key_Modifier_Press,0
2026-04-16 13:21:57.075,1776342117.075407,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:21:57.240,1776342117.2404857,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:21:57.298,1776342117.2986946,Teclado,Key_Modifier_Release,0
2026-04-16 13:21:58.384,1776342118.3849256,Teclado,Key_Modifier_Press,0
2026-04-16 13:21:58.852,1776342118.8525472,Teclado,Key_Modifier_Release,0
2026-04-16 13:22:02.373,1776342122.373438,Teclado,Key_Modifier_Press,0
2026-04-16 13:22:03.074,1776342123.0741596,Teclado,Key_Enter_Press,0
2026-04-16 13:22:03.314,1776342123.3149874,Teclado,Key_Enter_Release,0
2026-04-16 13:22:03.495,1776342123.4957254,Teclado,Key_Modifier_Release,0
2026-04-16 13:22:03.940,1776342123.940842,Teclado,Key_Modifier_Press,0
2026-04-16 13:22:04.019,1776342124.019292,Teclado,Key_Modifier_Release,0
2026-04-16 13:22:04.087,1776342124.0878816,Teclado,Key_Space_Press,0
2026-04-16 13:22:04.200,1776342124.200127,Teclado,Key_Space_Release,0
2026-04-16 13:22:04.258,1776342124.2588224,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:04.337,1776342124.337724,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:04.376,1776342124.376227,Teclado,Key_Space_Press,0
2026-04-16 13:22:04.473,1776342124.4730444,Teclado,Key_Space_Release,0
2026-04-16 13:22:05.037,1776342125.037114,Teclado,Key_Delete_Press,0
2026-04-16 13:22:05.121,1776342125.1217406,Teclado,Key_Delete_Release,0
2026-04-16 13:22:05.182,1776342125.1821692,Teclado,Key_Delete_Press,0
2026-04-16 13:22:05.288,1776342125.2886243,Teclado,Key_Delete_Release,0
2026-04-16 13:22:05.565,1776342125.5653021,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:05.664,1776342125.6648705,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:05.675,1776342125.6753166,Teclado,Key_Space_Press,0
2026-04-16 13:22:05.792,1776342125.7929513,Teclado,Key_Space_Release,0
2026-04-16 13:22:06.357,1776342126.357485,Teclado,Key_Modifier_Press,0
2026-04-16 13:22:06.510,1776342126.5108163,Teclado,Key_Modifier_Release,0
2026-04-16 13:22:06.544,1776342126.544686,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:06.614,1776342126.614112,Teclado,Key_Modifier_Press,0
2026-04-16 13:22:06.665,1776342126.6650887,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:06.750,1776342126.7500691,Teclado,Key_Modifier_Release,0
2026-04-16 13:22:06.756,1776342126.7567546,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:06.835,1776342126.8351543,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:06.851,1776342126.8511994,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:06.947,1776342126.947392,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:07.028,1776342127.0289757,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:07.080,1776342127.0808594,Teclado,Key_Space_Press,0
2026-04-16 13:22:07.101,1776342127.1019754,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:07.160,1776342127.1606963,Teclado,Key_Space_Release,0
2026-04-16 13:22:07.411,1776342127.4110801,Teclado,Key_Delete_Press,0
2026-04-16 13:22:07.505,1776342127.505242,Teclado,Key_Delete_Release,0
2026-04-16 13:22:07.559,1776342127.559407,Teclado,Key_Delete_Press,0
2026-04-16 13:22:07.638,1776342127.6385632,Teclado,Key_Space_Press,0
2026-04-16 13:22:07.680,1776342127.680882,Teclado,Key_Delete_Release,0
2026-04-16 13:22:07.745,1776342127.7450867,Teclado,Key_Space_Release,0
2026-04-16 13:22:07.871,1776342127.8714163,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:07.970,1776342127.9705367,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:07.999,1776342127.9992979,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:08.099,1776342128.0994108,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:08.167,1776342128.167211,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:08.252,1776342128.252108,Teclado,Key_WASD_Press,0
2026-04-16 13:22:08.268,1776342128.2686405,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:08.331,1776342128.3318179,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:08.402,1776342128.4021285,Teclado,Key_WASD_Release,0
2026-04-16 13:22:08.460,1776342128.4601028,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:09.963,1776342129.963454,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:10.048,1776342130.0484998,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:10.427,1776342130.4277122,Teclado,Key_Delete_Press,0
2026-04-16 13:22:10.533,1776342130.5333648,Teclado,Key_Delete_Release,0
2026-04-16 13:22:10.543,1776342130.543855,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:10.635,1776342130.635151,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:10.674,1776342130.6741192,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:10.763,1776342130.7631352,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:10.768,1776342130.7683268,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:10.859,1776342130.8595154,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:10.953,1776342130.953602,Teclado,Key_Space_Press,0
2026-04-16 13:22:11.044,1776342131.0440464,Teclado,Key_Space_Release,0
2026-04-16 13:22:11.248,1776342131.2488172,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:11.322,1776342131.3221562,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:11.373,1776342131.3738654,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:11.464,1776342131.464888,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:11.514,1776342131.5148416,Teclado,Key_WASD_Press,0
2026-04-16 13:22:11.609,1776342131.6096847,Teclado,Key_WASD_Press,0
2026-04-16 13:22:11.673,1776342131.6733694,Teclado,Key_WASD_Release,0
2026-04-16 13:22:11.727,1776342131.7273302,Teclado,Key_WASD_Release,0
2026-04-16 13:22:11.765,1776342131.765503,Teclado,Key_WASD_Press,0
2026-04-16 13:22:11.861,1776342131.8611853,Teclado,Key_WASD_Release,0
2026-04-16 13:22:11.913,1776342131.9133413,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:12.013,1776342132.0133886,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:12.034,1776342132.034823,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:12.098,1776342132.0981057,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:12.172,1776342132.172112,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:12.240,1776342132.2402887,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:12.271,1776342132.2713094,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:12.341,1776342132.341911,Teclado,Key_WASD_Press,0
2026-04-16 13:22:12.345,1776342132.3459053,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:12.506,1776342132.5066376,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:12.548,1776342132.5488627,Teclado,Key_WASD_Release,0
2026-04-16 13:22:12.585,1776342132.585428,Teclado,Key_Space_Press,0
2026-04-16 13:22:12.590,1776342132.590953,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:12.702,1776342132.70238,Teclado,Key_Space_Release,0
2026-04-16 13:22:13.039,1776342133.0397124,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:13.149,1776342133.1492198,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:13.254,1776342133.2541769,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:13.342,1776342133.342823,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:13.359,1776342133.3590283,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:13.443,1776342133.443899,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:13.549,1776342133.549694,Teclado,Key_Space_Press,0
2026-04-16 13:22:13.639,1776342133.639635,Teclado,Key_Space_Release,0
2026-04-16 13:22:15.811,1776342135.8110332,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:15.884,1776342135.884273,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:16.312,1776342136.312876,Teclado,Key_Delete_Press,0
2026-04-16 13:22:16.455,1776342136.455334,Teclado,Key_Delete_Release,0
2026-04-16 13:22:16.574,1776342136.5746646,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:16.685,1776342136.6856215,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:16.723,1776342136.7234857,Teclado,Key_Space_Press,0
2026-04-16 13:22:16.823,1776342136.82339,Teclado,Key_Space_Release,0
2026-04-16 13:22:17.021,1776342137.021005,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:17.116,1776342137.116357,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:17.123,1776342137.1238034,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:17.202,1776342137.2020614,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:17.314,1776342137.3141646,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:17.382,1776342137.382386,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:17.408,1776342137.4087598,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:17.482,1776342137.4828246,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:17.582,1776342137.5822775,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:17.687,1776342137.6879163,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:17.853,1776342137.853049,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:17.942,1776342137.9422524,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:18.042,1776342138.0426066,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:18.127,1776342138.1276057,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:18.138,1776342138.138172,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:18.211,1776342138.2119336,Teclado,Key_Space_Press,0
2026-04-16 13:22:18.218,1776342138.2189612,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:18.318,1776342138.3182063,Teclado,Key_Space_Release,0
2026-04-16 13:22:18.464,1776342138.4644685,Teclado,Key_WASD_Press,0
2026-04-16 13:22:18.554,1776342138.5540605,Teclado,Key_WASD_Release,0
2026-04-16 13:22:18.559,1776342138.5590827,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:18.644,1776342138.6444848,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:18.649,1776342138.6495018,Teclado,Key_Space_Press,0
2026-04-16 13:22:18.746,1776342138.746264,Teclado,Key_Space_Release,0
2026-04-16 13:22:18.982,1776342138.982822,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:19.072,1776342139.0725346,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:19.096,1776342139.09632,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:19.169,1776342139.169916,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:19.348,1776342139.3483856,Teclado,Key_Delete_Press,0
2026-04-16 13:22:19.439,1776342139.4395516,Teclado,Key_Delete_Release,0
2026-04-16 13:22:19.528,1776342139.5289972,Teclado,Key_Modifier_Press,0
2026-04-16 13:22:19.551,1776342139.5512187,Teclado,Key_Delete_Press,0
2026-04-16 13:22:19.592,1776342139.592031,Teclado,Key_Modifier_Release,0
2026-04-16 13:22:19.639,1776342139.639801,Teclado,Key_Delete_Release,0
2026-04-16 13:22:19.989,1776342139.9899137,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:20.084,1776342140.0844064,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:20.111,1776342140.1114042,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:20.205,1776342140.2052686,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:20.348,1776342140.348152,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:20.471,1776342140.4710703,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:20.609,1776342140.6094594,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:20.704,1776342140.7048032,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:20.774,1776342140.774053,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:20.870,1776342140.870176,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:20.931,1776342140.93189,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:21.047,1776342141.04794,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:21.167,1776342141.1675782,Teclado,Key_WASD_Press,0
2026-04-16 13:22:21.252,1776342141.2528093,Teclado,Key_WASD_Press,0
2026-04-16 13:22:21.262,1776342141.2628748,Teclado,Key_WASD_Release,0
2026-04-16 13:22:21.454,1776342141.4541252,Teclado,Key_WASD_Release,0
2026-04-16 13:22:21.541,1776342141.5414197,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:21.637,1776342141.6376672,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:21.721,1776342141.721249,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:21.826,1776342141.826678,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:21.852,1776342141.8529136,Teclado,Key_Space_Press,0
2026-04-16 13:22:21.938,1776342141.9384725,Teclado,Key_Space_Release,0
2026-04-16 13:22:22.118,1776342142.1180246,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:22.169,1776342142.1690798,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:22.222,1776342142.2227943,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:22.270,1776342142.2709785,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:22.334,1776342142.334153,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:22.383,1776342142.3832028,Teclado,Key_AlphaNumeric_Release,0
2026-04-16 13:22:22.453,1776342142.4530907,Teclado,Key_Space_Press,0
2026-04-16 13:22:22.531,1776342142.531642,Teclado,Key_Space_Release,0
2026-04-16 13:22:22.683,1776342142.68311,Teclado,Key_AlphaNumeric_Press,0
2026-04-16 13:22:22.782,1776342142.7829509,Teclado,Key_AlphaNumeric_Release,0
